,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
10688,FIJI WAY E/O ADMIRALTY WAY,07/20/2007 12:00:00 AM,Fri,20308,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10689,FIJI WAY E/O ADMIRALTY WAY,07/19/2007 12:00:00 AM,Thur,19679,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10690,FIJI WAY S/O ADMIRALTY WAY,02/13/2012 12:00:00 AM,Mon,5763,"FIJI WAY S/O ADMIRALTY WAY, california","33.978844, -118.4378487"
10691,FIJI WAY W/O ADMIRALTY WAY,08/15/2010 12:00:00 AM,Sun,8174,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10692,FIJI WAY W/O ADMIRALTY WAY,08/14/2010 12:00:00 AM,Sat,8902,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10693,FIJI WAY W/O ADMIRALTY WAY,08/13/2010 12:00:00 AM,Fri,7676,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10694,FIJI WAY W/O ADMIRALTY WAY,08/12/2010 12:00:00 AM,Thur,7088,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10695,FIJI WAY W/O ADMIRALTY WAY,04/19/2010 12:00:00 AM,Mon,6218,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10696,FIJI WAY W/O ADMIRALTY WAY,04/18/2010 12:00:00 AM,Sun,7612,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10697,HALLIBURTON ROAD W/O PONTENOVA AVENUE,09/14/2015 12:00:00 AM,Mon,14977,"HALLIBURTON ROAD W/O PONTENOVA AVENUE, california","34.0053482, -117.9623445"
10698,FIJI WAY W/O ADMIRALTY WAY,04/17/2010 12:00:00 AM,Sat,7998,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10699,FIJI WAY W/O ADMIRALTY WAY,04/16/2010 12:00:00 AM,Fri,8074,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10700,FIJI WAY W/O ADMIRALTY WAY,04/15/2010 12:00:00 AM,Thur,7208,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10701,FULLERTON ROAD N/O GALE AVENUE,01/30/2008 12:00:00 AM,Wed,27877,"FULLERTON ROAD N/O GALE AVENUE, california","33.99483, -117.9072"
10702,FULLERTON ROAD N/O PATHFINDER ROAD,10/21/2012 12:00:00 AM,Sun,20626,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10703,FULLERTON ROAD N/O PATHFINDER ROAD,10/20/2012 12:00:00 AM,Sat,25425,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10704,170TH STREET EAST N/O PARKVALLEY AVENUE,03/19/2015 12:00:00 AM,Thu,6781,"170TH STREET EAST N/O PARKVALLEY AVENUE, california","34.6124717, -117.8269014"
10705,119TH STREET E/O WILMINGTON AVENUE,03/19/2015 12:00:00 AM,Thu,9086,"119TH STREET E/O WILMINGTON AVENUE, california","33.924692, -118.238571"
10706,FULLERTON ROAD N/O PATHFINDER ROAD,10/19/2012 12:00:00 AM,Fri,32699,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10707,FULLERTON ROAD N/O PATHFINDER ROAD,10/18/2012 12:00:00 AM,Thur,27986,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10708,FULLERTON ROAD N/O PATHFINDER ROAD,10/17/2012 12:00:00 AM,Wed,27905,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10709,FULLERTON ROAD N/O PATHFINDER ROAD,10/16/2012 12:00:00 AM,Tue,27217,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10710,FULLERTON ROAD N/O PATHFINDER ROAD,08/01/2007 12:00:00 AM,Wed,27956,"FULLERTON ROAD N/O PATHFINDER ROAD, california","33.9846434, -117.8471692"
10711,FULLERTON ROAD N/O RAILROAD STREET,02/08/2008 12:00:00 AM,Fri,24269,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10712,FULLERTON ROAD N/O RAILROAD STREET,02/07/2008 12:00:00 AM,Thur,22653,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10713,HAMBLEDON AVENUE N/O GLENTHORNE STREET,02/26/2016 12:00:00 AM,Fri,2111,"HAMBLEDON AVENUE N/O GLENTHORNE STREET, california","34.015557, -117.9167654"
10714,FULLERTON ROAD N/O RAILROAD STREET,02/02/2008 12:00:00 AM,Sat,17838,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10715,FULLERTON ROAD N/O RAILROAD STREET,02/01/2008 12:00:00 AM,Fri,23508,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10716,FULLERTON ROAD N/O RAILROAD STREET,01/31/2008 12:00:00 AM,Thur,22810,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10717,FULLERTON ROAD N/O RAILROAD STREET,01/30/2008 12:00:00 AM,Wed,22717,"FULLERTON ROAD N/O RAILROAD STREET, california","33.8367588, -117.9516747"
10718,GIBRALTAR LANE N/O HASLEY CANYON ROAD,08/09/2011 12:00:00 AM,Tue,523,"GIBRALTAR LANE N/O HASLEY CANYON ROAD, california","34.459394, -118.6492335"
10719,GIBRALTAR LANE W/O SPRINGVALE LANE,11/02/2014 12:00:00 AM,Sun,293,"GIBRALTAR LANE W/O SPRINGVALE LANE, california","34.4553431, -118.627233"
10720,GIBRALTAR LANE W/O SPRINGVALE LANE,11/01/2014 12:00:00 AM,Sat,453,"GIBRALTAR LANE W/O SPRINGVALE LANE, california","34.4553431, -118.627233"
10721,GIBRALTAR LANE W/O SPRINGVALE LANE,10/31/2014 12:00:00 AM,Fri,666,"GIBRALTAR LANE W/O SPRINGVALE LANE, california","34.4553431, -118.627233"
10722,GIBRALTAR LANE W/O SPRINGVALE LANE,10/30/2014 12:00:00 AM,Thur,470,"GIBRALTAR LANE W/O SPRINGVALE LANE, california","34.4553431, -118.627233"
10723,GIBRALTAR LANE W/O SPRINGVALE LANE,10/29/2014 12:00:00 AM,Wed,453,"GIBRALTAR LANE W/O SPRINGVALE LANE, california","34.4553431, -118.627233"
10724,GIORDANO STREET E/O EVANWOOD AVENUE,09/18/2013 12:00:00 AM,Wed,1328,"GIORDANO STREET E/O EVANWOOD AVENUE, california","34.0432394, -117.9603401"
10725,GIORDANO STREET E/O EVANWOOD AVENUE,09/17/2013 12:00:00 AM,Tue,1300,"GIORDANO STREET E/O EVANWOOD AVENUE, california","34.0432394, -117.9603401"
10726,GLADSTONE STREET E/O SAN DIMAS CANYON ROAD,11/04/2007 12:00:00 AM,Sun,1529,"GLADSTONE STREET E/O SAN DIMAS CANYON ROAD, california","34.1160906, -117.835146"
10727,GLADSTONE STREET E/O SAN DIMAS CANYON ROAD,11/03/2007 12:00:00 AM,Sat,2203,"GLADSTONE STREET E/O SAN DIMAS CANYON ROAD, california","34.1160906, -117.835146"
10728,GLADSTONE STREET E/O SAN DIMAS CANYON ROAD,11/02/2007 12:00:00 AM,Fri,3219,"GLADSTONE STREET E/O SAN DIMAS CANYON ROAD, california","34.1160906, -117.835146"
10729,MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W),09/15/2015 12:00:00 AM,Tue,1346,"MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W), california","34.092137, -118.817412"
10730,GLADSTONE STREET E/O SAN DIMAS CANYON ROAD,11/01/2007 12:00:00 AM,Thur,3188,"GLADSTONE STREET E/O SAN DIMAS CANYON ROAD, california","34.1160906, -117.835146"
10731,GLADSTONE STREET W/O BARRANCA AVENUE,01/12/2014 12:00:00 AM,Sun,6832,"GLADSTONE STREET W/O BARRANCA AVENUE, california","34.1135326, -117.8275412"
10732,GLADSTONE STREET W/O BARRANCA AVENUE,01/11/2014 12:00:00 AM,Sat,9006,"GLADSTONE STREET W/O BARRANCA AVENUE, california","34.1135326, -117.8275412"
10733,GLADSTONE STREET W/O BARRANCA AVENUE,01/10/2014 12:00:00 AM,Fri,13019,"GLADSTONE STREET W/O BARRANCA AVENUE, california","34.1135326, -117.8275412"
10734,ENID AVENUE N/O WOODCROFT STREET,02/26/2016 12:00:00 AM,Fri,2191,"ENID AVENUE N/O WOODCROFT STREET, california","34.108216, -117.914204"
10735,LA PUENTE ROAD W/O GIANO AVENUE,02/26/2016 12:00:00 AM,Fri,2225,"LA PUENTE ROAD W/O GIANO AVENUE, california","34.0071134, -117.9084324"
10736,GLADSTONE STREET W/O BARRANCA AVENUE,01/09/2014 12:00:00 AM,Thur,12250,"GLADSTONE STREET W/O BARRANCA AVENUE, california","34.1135326, -117.8275412"
10737,GLASGOW PLACE S/O 126TH STREET,04/29/2008 12:00:00 AM,Tue,235,"GLASGOW PLACE S/O 126TH STREET, california",N/A
10738,GLEASON STREET W/O DANGLER AVENUE,08/23/2012 12:00:00 AM,Thur,332,"GLEASON STREET W/O DANGLER AVENUE, california",N/A
10739,GLEN CANYON ROAD E/O CRAIG AVENUE,06/17/2008 12:00:00 AM,Tue,1094,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10740,GLEN CANYON ROAD E/O CRAIG AVENUE,06/16/2008 12:00:00 AM,Mon,1104,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10741,GLEN CANYON ROAD E/O CRAIG AVENUE,06/15/2008 12:00:00 AM,Sun,779,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10742,GLEN CANYON ROAD E/O CRAIG AVENUE,06/14/2008 12:00:00 AM,Sat,1135,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10743,GLEN CANYON ROAD E/O CRAIG AVENUE,06/13/2008 12:00:00 AM,Fri,1241,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10744,120TH STREET E/O COMPTON AVENUE,03/19/2015 12:00:00 AM,Thu,10002,"120TH STREET E/O COMPTON AVENUE, california","33.9237539, -118.2463005"
10745,GLEN CANYON ROAD E/O CRAIG AVENUE,06/12/2008 12:00:00 AM,Thur,1221,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10746,GLEN CANYON ROAD E/O CRAIG AVENUE,06/11/2008 12:00:00 AM,Wed,1220,"GLEN CANYON ROAD E/O CRAIG AVENUE, california","34.1828139, -118.1041236"
10747,HALLIBURTON ROAD W/O ATLANTIDA DRIVE,09/15/2015 12:00:00 AM,Tue,12651,"HALLIBURTON ROAD W/O ATLANTIDA DRIVE, california","33.9960593, -117.9652171"
10748,GREEN STREET E/O NORTHUP AVENUE,09/10/2010 12:00:00 AM,Fri,461,"GREEN STREET E/O NORTHUP AVENUE, california","36.5079901, -86.4390519"
10749,GREEN STREET E/O NORTHUP AVENUE,09/09/2010 12:00:00 AM,Thur,440,"GREEN STREET E/O NORTHUP AVENUE, california","36.5079901, -86.4390519"
10750,GREEN STREET W/O MERLON AVENUE,08/03/2014 12:00:00 AM,Sun,223,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10751,GREEN STREET W/O MERLON AVENUE,08/02/2014 12:00:00 AM,Sat,306,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10752,GREEN STREET W/O MERLON AVENUE,08/01/2014 12:00:00 AM,Fri,435,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10753,GREEN STREET W/O MERLON AVENUE,07/31/2014 12:00:00 AM,Thur,420,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10754,GREEN STREET W/O MERLON AVENUE,07/30/2014 12:00:00 AM,Wed,355,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10755,GREEN STREET W/O MERLON AVENUE,07/29/2014 12:00:00 AM,Tue,310,"GREEN STREET W/O MERLON AVENUE, california","34.1463886, -118.0692334"
10756,GREEN STREET W/O QUIGLEY AVENUE,08/18/2014 12:00:00 AM,Mon,345,"GREEN STREET W/O QUIGLEY AVENUE, california",N/A
10757,GREENBERRY DRIVE N/O JANETDALE STREET,03/28/2011 12:00:00 AM,Mon,540,"GREENBERRY DRIVE N/O JANETDALE STREET, california","34.0577608, -117.966878"
10758,GREENBERRY DRIVE S/O JANETDALE STREET,03/28/2011 12:00:00 AM,Mon,784,"GREENBERRY DRIVE S/O JANETDALE STREET, california","34.0577608, -117.966878"
10759,GREENDALE DRIVE N/O ALANWOOD ROAD,01/31/2011 12:00:00 AM,Mon,625,"GREENDALE DRIVE N/O ALANWOOD ROAD, california","34.0414016, -118.0007864"
10760,GREENDALE DRIVE S/O DEEPRIVER DRIVE,01/31/2011 12:00:00 AM,Mon,563,"GREENDALE DRIVE S/O DEEPRIVER DRIVE, california","42.2345938, -89.03827079999999"
10761,GREENING AVENUE E/O MYSTIC STREET,07/02/2013 12:00:00 AM,Tue,1245,"GREENING AVENUE E/O MYSTIC STREET, california","33.937971, -118.0282385"
10762,GREENING AVENUE N/O ANOLA STREET,12/02/2008 12:00:00 AM,Tue,1376,"GREENING AVENUE N/O ANOLA STREET, california","33.938099, -118.0293743"
10763,GREENING AVENUE N/O MARYKNOLL AVENUE,12/02/2008 12:00:00 AM,Tue,1190,"GREENING AVENUE N/O MARYKNOLL AVENUE, california","33.948525, -118.0385305"
10764,GREENING AVENUE S/O FIREBIRD AVENUE,06/06/2010 12:00:00 AM,Sun,1208,"GREENING AVENUE S/O FIREBIRD AVENUE, california","33.9489023, -118.0403235"
10765,GREENING AVENUE S/O FIREBIRD AVENUE,06/05/2010 12:00:00 AM,Sat,1536,"GREENING AVENUE S/O FIREBIRD AVENUE, california","33.9489023, -118.0403235"
10766,GREENING AVENUE S/O FIREBIRD AVENUE,06/04/2010 12:00:00 AM,Fri,1576,"GREENING AVENUE S/O FIREBIRD AVENUE, california","33.9489023, -118.0403235"
10767,GREENING AVENUE S/O FIREBIRD AVENUE,06/03/2010 12:00:00 AM,Thur,1533,"GREENING AVENUE S/O FIREBIRD AVENUE, california","33.9489023, -118.0403235"
10768,GREENING AVENUE S/O FIREBRAND AVENUE,06/20/2010 12:00:00 AM,Sun,1215,"GREENING AVENUE S/O FIREBRAND AVENUE, california","33.8143911, -117.2208576"
10769,GREENING AVENUE S/O FIREBRAND AVENUE,06/19/2010 12:00:00 AM,Sat,1303,"GREENING AVENUE S/O FIREBRAND AVENUE, california","33.8143911, -117.2208576"
10770,GREENING AVENUE S/O FIREBRAND AVENUE,06/18/2010 12:00:00 AM,Fri,1612,"GREENING AVENUE S/O FIREBRAND AVENUE, california","33.8143911, -117.2208576"
10771,GREENING AVENUE S/O FIREBRAND AVENUE,06/17/2010 12:00:00 AM,Thur,1379,"GREENING AVENUE S/O FIREBRAND AVENUE, california","33.8143911, -117.2208576"
10772,GREENING AVENUE S/O MULBERRY DRIVE,12/02/2008 12:00:00 AM,Tue,2055,"GREENING AVENUE S/O MULBERRY DRIVE, california","33.9443119, -118.0294463"
10773,GREENING AVENUE S/O MYSTIC STREET,08/20/2014 12:00:00 AM,Wed,1352,"GREENING AVENUE S/O MYSTIC STREET, california",N/A
10774,FIJI WAY W/O ADMIRALTY WAY,04/14/2010 12:00:00 AM,Wed,6547,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10775,FIJI WAY W/O ADMIRALTY WAY,07/22/2007 12:00:00 AM,Sun,9545,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10776,FIJI WAY W/O ADMIRALTY WAY,07/21/2007 12:00:00 AM,Sat,9337,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10777,FIJI WAY W/O ADMIRALTY WAY,07/20/2007 12:00:00 AM,Fri,8827,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10778,FIJI WAY W/O ADMIRALTY WAY,07/19/2007 12:00:00 AM,Thur,8148,"FIJI WAY W/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10779,FINDLAY AVENUE N/O HUBBARD AVENUE,09/15/2013 12:00:00 AM,Sun,2532,"FINDLAY AVENUE N/O HUBBARD AVENUE, california","43.0952061, -89.5107156"
10780,COLIMA ROAD S/O DUNTON DRIVE,03/19/2015 12:00:00 AM,Thu,14947,"COLIMA ROAD S/O DUNTON DRIVE, california","33.9390685, -118.0177763"
10781,FINDLAY AVENUE N/O HUBBARD AVENUE,09/14/2013 12:00:00 AM,Sat,3037,"FINDLAY AVENUE N/O HUBBARD AVENUE, california","43.0952061, -89.5107156"
10782,FINDLAY AVENUE N/O HUBBARD AVENUE,09/13/2013 12:00:00 AM,Fri,3529,"FINDLAY AVENUE N/O HUBBARD AVENUE, california","43.0952061, -89.5107156"
10783,FINDLAY AVENUE N/O HUBBARD AVENUE,09/12/2013 12:00:00 AM,Thur,3400,"FINDLAY AVENUE N/O HUBBARD AVENUE, california","43.0952061, -89.5107156"
10784,FINDLAY AVENUE S/O HUBBARD AVENUE,09/10/2013 12:00:00 AM,Tue,2117,"FINDLAY AVENUE S/O HUBBARD AVENUE, california","41.035779, -80.775989"
10785,FIR AVENUE N/O FIRESTONE BOULEVARD,10/07/2009 12:00:00 AM,Wed,2550,"FIR AVENUE N/O FIRESTONE BOULEVARD, california","33.93225, -118.11654"
10786,FIR AVENUE N/O FIRESTONE BOULEVARD,10/06/2009 12:00:00 AM,Tue,2755,"FIR AVENUE N/O FIRESTONE BOULEVARD, california","33.93225, -118.11654"
10787,FIR AVENUE S/O 88TH STREET,04/18/2007 12:00:00 AM,Wed,3022,"FIR AVENUE S/O 88TH STREET, california",N/A
10788,FIR AVENUE S/O 88TH STREET,04/17/2007 12:00:00 AM,Tue,3132,"FIR AVENUE S/O 88TH STREET, california",N/A
10789,FIR AVENUE S/O 88TH STREET,04/16/2007 12:00:00 AM,Mon,3261,"FIR AVENUE S/O 88TH STREET, california",N/A
10790,FIR AVENUE S/O 88TH STREET,04/15/2007 12:00:00 AM,Sun,2622,"FIR AVENUE S/O 88TH STREET, california",N/A
10791,FIR AVENUE S/O 88TH STREET,04/14/2007 12:00:00 AM,Sat,3169,"FIR AVENUE S/O 88TH STREET, california",N/A
10792,FIR AVENUE S/O 88TH STREET,04/13/2007 12:00:00 AM,Fri,3448,"FIR AVENUE S/O 88TH STREET, california",N/A
10793,FIR AVENUE S/O 88TH STREET,04/12/2007 12:00:00 AM,Thur,3083,"FIR AVENUE S/O 88TH STREET, california",N/A
10794,FIRCROFT AVENUE S/O COVINA BOULEVARD,09/10/2014 12:00:00 AM,Wed,640,"FIRCROFT AVENUE S/O COVINA BOULEVARD, california","34.0764035, -117.8971423"
10795,FIRCROFT AVENUE S/O COVINA BOULEVARD,09/09/2014 12:00:00 AM,Tue,680,"FIRCROFT AVENUE S/O COVINA BOULEVARD, california","34.0764035, -117.8971423"
10796,FULLERTON ROAD S/O CAMINO BELLO,06/07/2010 12:00:00 AM,Mon,26418,"FULLERTON ROAD S/O CAMINO BELLO, california","33.9818683, -117.9101765"
10797,FULLERTON ROAD S/O COLIMA ROAD,07/26/2007 12:00:00 AM,Thur,32400,"FULLERTON ROAD S/O COLIMA ROAD, california","33.988345, -117.905766"
10798,PARKVALLEY AVENUE W/O 170TH STREET EAST,03/20/2015 12:00:00 AM,Fri,521,"PARKVALLEY AVENUE W/O 170TH STREET EAST, california","34.6124717, -117.8269014"
10799,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/23/2010 12:00:00 AM,Mon,32781,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10800,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/22/2010 12:00:00 AM,Sun,29001,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10801,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/21/2010 12:00:00 AM,Sat,32269,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10802,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/20/2010 12:00:00 AM,Fri,36491,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10803,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/19/2010 12:00:00 AM,Thur,33997,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10804,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/18/2010 12:00:00 AM,Wed,33636,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10805,FULLERTON ROAD S/O CROSSHAVEN DRIVE,08/17/2010 12:00:00 AM,Tue,31671,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10806,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/23/2009 12:00:00 AM,Tue,32981,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10807,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/22/2009 12:00:00 AM,Mon,32617,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10808,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/21/2009 12:00:00 AM,Sun,33556,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10809,HALLIBURTON ROAD E/O DURAZNO DRIVE,09/15/2015 12:00:00 AM,Tue,12864,"HALLIBURTON ROAD E/O DURAZNO DRIVE, california",N/A
10810,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/20/2009 12:00:00 AM,Sat,34183,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10811,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/19/2009 12:00:00 AM,Fri,36637,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10812,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/18/2009 12:00:00 AM,Thur,35305,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10813,FULLERTON ROAD S/O CROSSHAVEN DRIVE,06/17/2009 12:00:00 AM,Wed,33585,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10814,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/21/2008 12:00:00 AM,Mon,33080,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10815,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/20/2008 12:00:00 AM,Sun,29143,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10816,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/19/2008 12:00:00 AM,Sat,32411,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10817,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/18/2008 12:00:00 AM,Fri,37800,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10818,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/17/2008 12:00:00 AM,Thur,34977,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10819,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/16/2008 12:00:00 AM,Wed,34389,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10820,FULLERTON ROAD S/O CROSSHAVEN DRIVE,04/15/2008 12:00:00 AM,Tue,34266,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10821,ORANGE AVENUE N/O BLACKWOOD STREET,02/26/2016 12:00:00 AM,Fri,5677,"ORANGE AVENUE N/O BLACKWOOD STREET, california","34.0498246, -117.9667833"
10822,FULLERTON ROAD S/O CROSSHAVEN DRIVE,01/21/2008 12:00:00 AM,Mon,37244,"FULLERTON ROAD S/O CROSSHAVEN DRIVE, california","33.983941, -117.909912"
10823,HOOPER AVENUE S/O 73RD STREET,03/17/2012 12:00:00 AM,Sat,11801,"HOOPER AVENUE S/O 73RD STREET, california","33.9738899, -118.2597094"
10824,HOOPER AVENUE S/O 73RD STREET,03/16/2012 12:00:00 AM,Fri,13873,"HOOPER AVENUE S/O 73RD STREET, california","33.9738899, -118.2597094"
10825,HOOPER AVENUE S/O 73RD STREET,03/15/2012 12:00:00 AM,Thur,12978,"HOOPER AVENUE S/O 73RD STREET, california","33.9738899, -118.2597094"
10826,HOOPER AVENUE S/O 82ND STREET,05/30/2012 12:00:00 AM,Wed,12569,"HOOPER AVENUE S/O 82ND STREET, california","33.9647377, -118.2564135"
10827,HOOPER AVENUE S/O SLAUSON AVENUE,01/09/2012 12:00:00 AM,Mon,11637,"HOOPER AVENUE S/O SLAUSON AVENUE, california","33.989222, -118.2325492"
10828,HOOPER AVENUE S/O SLAUSON AVENUE,03/28/2007 12:00:00 AM,Wed,13729,"HOOPER AVENUE S/O SLAUSON AVENUE, california","33.989222, -118.2325492"
10829,HOOPER AVENUE S/O SLAUSON AVENUE,03/27/2007 12:00:00 AM,Tue,13009,"HOOPER AVENUE S/O SLAUSON AVENUE, california","33.989222, -118.2325492"
10830,HOPE STREET E/O MOUNTAIN VIEW AVENUE,08/03/2009 12:00:00 AM,Mon,1819,"HOPE STREET E/O MOUNTAIN VIEW AVENUE, california","37.3940321, -122.0779792"
10831,HOPE STREET E/O PACIFIC BOULEVARD,03/13/2007 12:00:00 AM,Tue,1093,"HOPE STREET E/O PACIFIC BOULEVARD, california","33.9822313, -118.2247751"
10832,HOPE STREET E/O SANTA FE AVENUE,03/11/2013 12:00:00 AM,Mon,1550,"HOPE STREET E/O SANTA FE AVENUE, california","34.0360891, -118.2675999"
10833,HOPE STREET E/O SANTA FE AVENUE,08/03/2009 12:00:00 AM,Mon,1113,"HOPE STREET E/O SANTA FE AVENUE, california","34.0360891, -118.2675999"
10834,HOPE STREET E/O SANTA FE AVENUE,03/12/2007 12:00:00 AM,Mon,1084,"HOPE STREET E/O SANTA FE AVENUE, california","34.0360891, -118.2675999"
10835,PARKVALLEY AVENUE E/O 170TH STREET EAST,03/20/2015 12:00:00 AM,Fri,785,"PARKVALLEY AVENUE E/O 170TH STREET EAST, california","34.612677, -117.8268348"
10836,HOPE STREET E/O SEVILLE AVENUE,08/03/2009 12:00:00 AM,Mon,1467,"HOPE STREET E/O SEVILLE AVENUE, california","33.9863762, -118.2226188"
10837,HOPE STREET E/O SEVILLE AVENUE,01/21/2007 12:00:00 AM,Sun,1250,"HOPE STREET E/O SEVILLE AVENUE, california","33.9863762, -118.2226188"
10838,HOPE STREET E/O SEVILLE AVENUE,01/20/2007 12:00:00 AM,Sat,1439,"HOPE STREET E/O SEVILLE AVENUE, california","33.9863762, -118.2226188"
10839,HOPE STREET E/O SEVILLE AVENUE,01/19/2007 12:00:00 AM,Fri,1615,"HOPE STREET E/O SEVILLE AVENUE, california","33.9863762, -118.2226188"
10840,HOPE STREET E/O SEVILLE AVENUE,01/18/2007 12:00:00 AM,Thur,1422,"HOPE STREET E/O SEVILLE AVENUE, california","33.9863762, -118.2226188"
10841,HALLIBURTON ROAD W/O PONTENOVA AVENUE,09/15/2015 12:00:00 AM,Tue,14771,"HALLIBURTON ROAD W/O PONTENOVA AVENUE, california","34.0053482, -117.9623445"
